"date","variable","strat","type","median","mean","sd","lower_95","lower_50","lower_20","upper_20","upper_50","upper_95"
2022-06-18,"R",NA,"estimate",3.25937558555465,3.27385704401951,0.326410417635622,2.67804292760916,3.05206098363357,3.17751696410264,3.34110115778101,3.48322321494335,3.93493618053592
2022-06-19,"R",NA,"estimate",3.30784633970731,3.32098057533612,0.318602150877119,2.73412764487666,3.10642502591247,3.22945825445519,3.38455198737415,3.52545792012096,3.96932694134518
2022-06-20,"R",NA,"estimate",3.34899436023787,3.36072420953311,0.309929669961741,2.79707180981399,3.15065342453903,3.2709529606628,3.42299448885845,3.55664232277878,4.00501159717255
2022-06-21,"R",NA,"estimate",3.38141125940427,3.39194821429979,0.300618428301909,2.83863232608487,3.18505819660246,3.30668017069887,3.44629196032907,3.57930719747493,4.02461420358239
2022-06-22,"R",NA,"estimate",3.39864816755877,3.41352791096879,0.290996597058542,2.89104124509916,3.21389579793689,3.33141772179957,3.46933323301504,3.59524539104918,4.04279908168931
2022-06-23,"R",NA,"estimate",3.40921515217681,3.42439292209156,0.28146823580072,2.91141043268773,3.2335252405371,3.34750567351951,3.47816278211762,3.60597418203308,4.02785815951036
2022-06-24,"R",NA,"estimate",3.4106403030279,3.42357336730162,0.272443539280503,2.93480346509905,3.23778732003931,3.34533298126463,3.47175639810123,3.59299895016506,4.00539954661437
2022-06-25,"R",NA,"estimate",3.39617110182232,3.41025201056537,0.264224667965572,2.93619252853889,3.23091915358902,3.33569079968427,3.45708094511808,3.56957392675086,3.97322169146707
2022-06-26,"R",NA,"estimate",3.36838996098924,3.38382073840928,0.256872495549613,2.92483770337894,3.20933295783239,3.30701413360181,3.42754000282869,3.53858630473158,3.94816609855291
2022-06-27,"R",NA,"estimate",3.3214300336426,3.34393862119323,0.250117424042337,2.91045466284569,3.17083655948357,3.26262698127448,3.39338690358548,3.4968492444682,3.8794414747764
2022-06-28,"R",NA,"estimate",3.26992621763833,3.29058683932797,0.243388198287253,2.87577351806021,3.12004359642252,3.20954623294541,3.33107303278339,3.43860043328715,3.81825400523269
