"date","variable","strat","type","median","mean","sd","lower_95","lower_50","lower_20","upper_20","upper_50","upper_95"
2022-06-29,"R",NA,"estimate",3.20369619098966,3.22411319385494,0.235978479458455,2.82867520898047,3.06219279065206,3.13946444601069,3.2627670481644,3.3689554616884,3.74802281422916
2022-06-30,"R",NA,"estimate",3.12255021148762,3.14525703827289,0.227281416890829,2.77041946973757,2.98311160903996,3.06353709729878,3.18310357653363,3.28471165773402,3.64859860333496
2022-07-01,"R",NA,"estimate",3.03155796702679,3.0551459832398,0.216981406511357,2.6933322860521,2.9001765332483,2.97818603831538,3.09230825372995,3.18353178980271,3.55021638839893
2022-07-02,"R",NA,"estimate",2.93381057451279,2.9552594203086,0.205132876760265,2.61374917480412,2.81212715535069,2.88885732320779,2.98881909011882,3.07610841286048,3.41613295461207
2022-07-03,"R",NA,"estimate",2.82761934073668,2.84735983519902,0.192125076016109,2.52197700681284,2.71301160134096,2.78264858403399,2.87917412299694,2.96947199009352,3.27662177006855
2022-07-04,"R",NA,"estimate",2.71716682000967,2.73339898937848,0.178570365626917,2.42563670491893,2.60945683324745,2.67338058493518,2.76402776482227,2.84606032450188,3.12949113664238
2022-07-05,"R",NA,"estimate",2.60324824472334,2.6154104615357,0.165158121619077,2.32698834611775,2.50241145461076,2.55768826912147,2.64402847715919,2.71660036564868,2.97551118767649
2022-07-06,"R",NA,"estimate",2.48196661682791,2.49540173370453,0.152511991867678,2.22262089594254,2.39190960005364,2.44424301352336,2.52007680724306,2.59005515054269,2.81891994331866
2022-07-07,"R",NA,"estimate",2.36442203600376,2.3752578439875,0.141082990256147,2.11543157193586,2.27715047964798,2.33046325506975,2.39982257879742,2.46526496603132,2.67261766166843
2022-07-08,"R",NA,"estimate",2.24873618873203,2.25666525473943,0.131097756761668,2.01382532531415,2.16790158402668,2.21837208848789,2.28217086416659,2.33963327677919,2.5310422622267
2022-07-09,"R",NA,"estimate",2.13588593016881,2.14106021877431,0.122562499820848,1.91201224068644,2.06014680526525,2.1077493760772,2.16511467402421,2.21858535502398,2.39497431065404
2022-07-10,"R",NA,"estimate",2.02692065842311,2.02960185465175,0.11530959494755,1.80560095935465,1.95460674618558,2.00054299663674,2.05286940409309,2.10245932163109,2.26500658587363
2022-07-11,"R",NA,"estimate",1.9222125541264,1.92316719020396,0.109068305570074,1.70531895635363,1.85172504257576,1.8962079188337,1.94703825231996,1.99210989338254,2.14282556283155
2022-07-12,"R",NA,"estimate",1.82309646807429,1.82236380060308,0.103539122362715,1.61717619497661,1.75376881253941,1.79599471782874,1.84840603340006,1.88988340830737,2.03170428885605
2022-07-13,"R",NA,"estimate",1.72774511774453,1.72755513232432,0.0984531332218036,1.53070208694384,1.6628720476572,1.70399536726908,1.75272352975192,1.79217394338301,1.9215105674553
2022-07-14,"R",NA,"estimate",1.63976806935491,1.6388938024742,0.0936064619695047,1.45389075303602,1.5772573571167,1.61608436104667,1.66352889266851,1.70238826020856,1.82357489827694
2022-07-15,"R",NA,"estimate",1.55570518213284,1.55635875543166,0.0888715899998236,1.38511670088975,1.49804984257831,1.53395210901376,1.5808922380284,1.6167295073411,1.73002579903902
2022-07-16,"R",NA,"estimate",1.47995951965756,1.4797929031769,0.0841948867401531,1.31820271783978,1.42291066519914,1.45663400727142,1.50332200550738,1.5371160251446,1.6429809171259
2022-07-17,"R",NA,"estimate",1.40761360062271,1.40893864336083,0.0795891416233111,1.25462694908893,1.35491873532992,1.38845615864298,1.42976416951432,1.46431250649074,1.56536738328003
2022-07-18,"R",NA,"estimate",1.34304955270761,1.34346941171721,0.0751232719301378,1.19999913050509,1.29208073996352,1.32509445075425,1.36131467008761,1.39527985032734,1.48841674793724
2022-07-19,"R",NA,"estimate",1.28323248506914,1.28301621038658,0.0709048552429104,1.14700284243063,1.23582844952862,1.26647042979592,1.29986319484843,1.33067947339664,1.41899195788379
2022-07-20,"R",NA,"estimate",1.22673797281627,1.22718886196105,0.0670514981250404,1.09958499349888,1.18440732903817,1.21121257175383,1.24347299729392,1.27136153832805,1.3537243978068
2022-07-21,"R",NA,"estimate",1.1754074858647,1.17559246458223,0.0636552746835022,1.0534412035251,1.13445651059892,1.15954467877383,1.19241455539447,1.21808886952417,1.29598371404583
2022-07-22,"R",NA,"estimate",1.12812505284677,1.12783997486192,0.0607529804135198,1.00837823931098,1.08817188318336,1.11290671923383,1.1439885616357,1.16696690791311,1.24635677917018
2022-07-23,"R",NA,"estimate",1.08351485369351,1.08356189361126,0.0583151748764341,0.968393597504883,1.04603421091081,1.06867888564197,1.0975789655491,1.12107234310179,1.200470052922
2022-07-24,"R",NA,"estimate",1.04049259751296,1.04241373895975,0.0562587022579133,0.930320008165086,1.00747189349542,1.0293504500724,1.0550902242495,1.0772615166016,1.15483186540128
2022-07-25,"R",NA,"estimate",1.00279842531339,1.00408158867712,0.0544771770112313,0.900008654755546,0.970491508419509,0.991163758663585,1.01481178481389,1.0380776889203,1.11674797012585
2022-07-26,"R",NA,"estimate",0.966799429332881,0.968285692752338,0.0528769033437188,0.869833559932712,0.936084044962668,0.955498740043674,0.978199792948111,1.00006134331138,1.08220374964621
2022-07-27,"R",NA,"estimate",0.932675546327508,0.934782118406258,0.0514031039279801,0.838269562369395,0.902416579093692,0.921825369804647,0.94503707292484,0.966167060394317,1.04415411635542
2022-07-28,"R",NA,"estimate",0.902140049616402,0.903362571440721,0.0500443636688188,0.809344105335049,0.871372439928209,0.889878210023037,0.913229048592324,0.934263306306108,1.00746482046115
2022-07-29,"R",NA,"estimate",0.872535508189553,0.87385280917718,0.0488134987686962,0.782925036026899,0.841134310350278,0.860312282650523,0.884571249524431,0.903978591260667,0.975412866315369
2022-07-30,"R",NA,"estimate",0.843992966745437,0.846110240981264,0.0477173143097682,0.758917410825632,0.813165104481652,0.832871874210745,0.85618374201715,0.87541862536963,0.945673737844923
2022-07-31,"R",NA,"estimate",0.818003116066532,0.820021267961117,0.0467353293950528,0.732508580831053,0.787799486112939,0.8064883070239,0.828950753874872,0.848938456214845,0.917446244797772
2022-08-01,"R",NA,"estimate",0.793210274968084,0.795498650101563,0.045820211374281,0.712166967841209,0.76406547235424,0.782835896248961,0.80363551309501,0.824149941063355,0.893622222485248
2022-08-02,"R",NA,"estimate",0.770319325639393,0.772478860290979,0.0449162837351629,0.69091386751124,0.742389395188981,0.760108144640307,0.780430037312778,0.799770975467312,0.871330122219665
2022-08-03,"R",NA,"estimate",0.748902140141668,0.75091917702167,0.0439820022929229,0.670153035659951,0.721334633740923,0.7382734704562,0.759757135917399,0.777920167541599,0.845520280175527
2022-08-04,"R",NA,"estimate",0.72855673781312,0.730794267526263,0.0430041597840419,0.650269847840501,0.702403515303623,0.718094113515466,0.739350566565323,0.757129157043307,0.825685853559233
2022-08-05,"R",NA,"estimate",0.710230415588333,0.712092178204501,0.0419994352815743,0.633821611735111,0.684697564323747,0.69960941559868,0.720280864754403,0.738929855222289,0.800402950080925
2022-08-06,"R",NA,"estimate",0.693514504333135,0.694809876368866,0.0410052020733613,0.618175779325024,0.667981094443209,0.683355857520281,0.703498203721044,0.720881864608108,0.777266226339414
2022-08-07,"R",NA,"estimate",0.678762097353346,0.678948678214177,0.0400647606778732,0.604106576547194,0.65313136782753,0.668709691646664,0.687849050644748,0.703145302822458,0.758629462652365
2022-08-08,"R",NA,"estimate",0.664604182799065,0.664509978189825,0.0392134551548777,0.589589144985536,0.638693200818177,0.654673217953462,0.67288738142064,0.689488034668287,0.74136431484573
2022-08-09,"R",NA,"estimate",0.650844517166639,0.651491630267663,0.0384711054602711,0.577232113690509,0.62619992773561,0.642314100495443,0.66049149195851,0.676714503530069,0.727607334170557
2022-08-10,"R",NA,"estimate",0.639470297542824,0.639885155283824,0.0378425268463866,0.563849148163672,0.614556802998854,0.630956270812428,0.648907360140864,0.664566123012317,0.714321055193176
2022-08-11,"R",NA,"estimate",0.62972005734459,0.629673753897849,0.0373236529556506,0.554358759083005,0.605105477948132,0.620633746696931,0.63864226856043,0.654424282913937,0.700526333633264
2022-08-12,"R",NA,"estimate",0.621523009126541,0.620830982843697,0.0369087988757507,0.547399598109294,0.596820152210305,0.61138190438088,0.629714890131066,0.645066770598949,0.691170928653559
2022-08-13,"R",NA,"estimate",0.613685722797456,0.613319930607964,0.0365956112094861,0.539823555530441,0.589681911921226,0.604411613285507,0.622404663209064,0.637461640819796,0.682088177847042
2022-08-14,"R",NA,"estimate",0.608209692488885,0.607092769289767,0.0363865572743322,0.534265016351222,0.584087491060072,0.598899841370228,0.616428235166006,0.630679005660445,0.67638478158722
2022-08-15,"R",NA,"estimate",0.602464843218538,0.602090607459529,0.0362874074148124,0.526666341189264,0.579028359099891,0.594653659033864,0.61117415581538,0.624911074071342,0.67098090288824
2022-08-16,"R",NA,"estimate",0.599125488644994,0.598243599781958,0.0363035392614752,0.522547564852362,0.575156961080047,0.590819497095277,0.606930720376256,0.621331890389053,0.666953405408821
2022-08-17,"R",NA,"estimate",0.595918027917088,0.595471293127238,0.036434978584623,0.521109494656888,0.572768549908273,0.587630017025264,0.603833462067432,0.618617529476223,0.668163391318943
2022-08-18,"R",NA,"estimate",0.594056697836491,0.593683219828448,0.0366718242526716,0.521698003593029,0.571167673450111,0.585701590916734,0.601696294130947,0.617313616937178,0.669525681623257
2022-08-19,"R",NA,"estimate",0.592980858297209,0.592779776691986,0.0369926745136941,0.521988119272675,0.568995362442639,0.583547046312634,0.600820277780422,0.616143595085112,0.670852594287884
2022-08-20,"R",NA,"estimate",0.591576284869192,0.59265342443222,0.0373684209079354,0.520684939704175,0.568799260617381,0.582902732071955,0.60089035941482,0.615466223505995,0.673131825942486
2022-08-21,"R",NA,"estimate",0.592411020587489,0.593190190615448,0.0377714553856868,0.522581148775864,0.568394210015609,0.582538159701407,0.601047348672123,0.616535387393154,0.674291060410753
2022-08-22,"R",NA,"estimate",0.593342021526396,0.594271384831502,0.0381868448075328,0.523475726097774,0.568648411653803,0.583932722281928,0.602084641887803,0.617296219939875,0.67728673943632
2022-08-23,"R",NA,"estimate",0.59417609601557,0.595775397753458,0.0386195068811074,0.525336398190555,0.570099604081707,0.584786352374535,0.603346713706638,0.618921563049663,0.680148955425502
2022-08-24,"R",NA,"estimate",0.59595951254752,0.597579509952379,0.039091883652351,0.527025151648341,0.571269642100653,0.586233903779677,0.605279424869502,0.620522731566497,0.683625960553759
2022-08-25,"R",NA,"estimate",0.597921535502179,0.599561778713715,0.0396308024275229,0.527546867097542,0.572646693489005,0.587696813757147,0.606984081653678,0.623910741060441,0.689786539990728
2022-08-26,"R",NA,"estimate",0.599945385432985,0.601603222293291,0.0402487208899504,0.529324419527363,0.574704814804389,0.59001228964906,0.608753676085373,0.625437231598109,0.693454672980927
2022-08-27,"R",NA,"estimate",0.60126361885559,0.60359056441136,0.0409293719208981,0.530931999159346,0.576494774636184,0.592527293056017,0.610247203640408,0.62777489464013,0.695409511610492
2022-08-28,"R",NA,"estimate",0.602516515791098,0.605419664684795,0.0416264845344788,0.532031378916682,0.577722108171915,0.593215503734327,0.612070076167654,0.629899727264988,0.698817417418231
2022-08-29,"R",NA,"estimate",0.603985160421006,0.606999480095333,0.042276608712087,0.533500496405586,0.578413987416659,0.594397270436296,0.612907959403075,0.631677426696693,0.702335119941383
2022-08-30,"R",NA,"estimate",0.604970826806556,0.608256115059225,0.0428189823760853,0.533180388907197,0.579205069308345,0.595490717229691,0.614691990245076,0.63284214970994,0.704006948374854
2022-08-31,"R",NA,"estimate",0.605295543704062,0.60913636950433,0.0432131332358108,0.533039776086249,0.579675676315336,0.59589563902649,0.615729214771356,0.634889251911328,0.704824111741224
2022-09-01,"R",NA,"estimate",0.605990568831148,0.609610241576252,0.043448762088964,0.531890120491422,0.579940993732654,0.596132557381708,0.617020358835166,0.636477947448939,0.70495529322832
2022-09-02,"R",NA,"estimate",0.606979568797804,0.609672026648525,0.0435475188047917,0.532388317038039,0.579593928288766,0.596247422182928,0.61770945534642,0.636237773522514,0.706074880038162
2022-09-03,"R",NA,"estimate",0.606806423492189,0.609339875044228,0.0435584319389385,0.531672575614405,0.579280296109117,0.596407033761636,0.618279435548515,0.636027624718153,0.702996408467822
2022-09-04,"R",NA,"estimate",0.606979846594166,0.608653865951255,0.0435481360429338,0.529831201771174,0.578291352528277,0.595575191410474,0.61861699539767,0.634959651710154,0.699641014703603
2022-09-05,"R",NA,"estimate",0.606591494508712,0.607672822807484,0.0435865760472633,0.528021805926174,0.577417405023097,0.595362653050706,0.61735723319606,0.63493444571844,0.701541343933932
2022-09-06,"R",NA,"estimate",0.605134082638175,0.606470246066587,0.0437305010103848,0.524462716603485,0.576900475033894,0.593783298138328,0.615653645796615,0.63327559156066,0.699542479470152
2022-09-07,"R",NA,"estimate",0.603309100841492,0.605129849917674,0.0440096832280446,0.521457962759704,0.577073705408807,0.592804145130829,0.614293796057057,0.633093426853072,0.698334005077849
2022-09-08,"R",NA,"estimate",0.602222808632509,0.603741212665571,0.0444215005015945,0.518545069262314,0.573723552690225,0.591871877632542,0.612180519490728,0.632343825514395,0.696943463637155
2022-09-09,"R",NA,"estimate",0.601395092696055,0.602395955084702,0.0449366255566815,0.515899670702349,0.571591504542922,0.591551545555473,0.611578723993925,0.631337337182359,0.696360403955733
2022-09-10,"R",NA,"estimate",0.600998614029933,0.601184661697602,0.0455133587605704,0.512804966414282,0.570689462120103,0.589707847565898,0.611451118517308,0.630029120113582,0.696128865733069
2022-09-11,"R",NA,"estimate",0.600835656626605,0.600194519241163,0.0461137640234024,0.509102077381038,0.569373612818947,0.589067047665979,0.611342092308817,0.629739027727597,0.694481348389022
2022-09-12,"R",NA,"estimate",0.600505944638067,0.599507459183691,0.0467140399540544,0.506475200955031,0.568895750336107,0.58968084793458,0.611378281304806,0.62957789685194,0.695197766128552
2022-09-13,"R",NA,"estimate",0.599957290120649,0.599198543186911,0.047305393551937,0.502026227533713,0.567599470224752,0.58836701080044,0.611356795627237,0.62962273899863,0.695220197487829
2022-09-14,"R",NA,"estimate",0.600212246362081,0.599334437476223,0.047887868883627,0.49996456032556,0.567596870834904,0.588618129065051,0.612023707758387,0.629965104795606,0.693164394619465
2022-09-15,"R",NA,"estimate",0.600296451183782,0.59997200038732,0.048463334621824,0.500602359733277,0.567720284619928,0.589185377419929,0.612119540570137,0.631773475918613,0.69582265754828
2022-09-16,"R",NA,"estimate",0.600637913073855,0.60115713302331,0.0490322125105003,0.502723558128305,0.569449552548881,0.589981303736602,0.61289327057826,0.634200329471249,0.697959426422724
2022-09-17,"R",NA,"estimate",0.602442324358468,0.602924051029839,0.0495941678064025,0.505525796201628,0.57055207863898,0.591239139496708,0.614943949775406,0.636211182581395,0.698119225467592
2022-09-18,"R",NA,"estimate",0.60545922882421,0.605295047277539,0.0501507520918044,0.506930439815263,0.572762644511555,0.593714251347027,0.617857430276781,0.638754862492229,0.702595858178647
2022-09-19,"R",NA,"estimate",0.608216023176874,0.608280681522109,0.0507088046648388,0.510455784422139,0.575586486199289,0.59659731759869,0.621286884817721,0.641903264216403,0.707580066975875
2022-09-20,"R",NA,"estimate",0.611775994463583,0.611880192792536,0.0512842068676159,0.512329600447222,0.577972089837246,0.599860437789527,0.625759254323479,0.64621489688524,0.714516195870551
2022-09-21,"R",NA,"estimate",0.616154177448195,0.61608183093195,0.0519044422187301,0.514984678222059,0.581432564506748,0.60344556281263,0.629817702473624,0.650539110571767,0.71958170765188
2022-09-22,"R",NA,"estimate",0.620908184169219,0.620862814929976,0.0526071086203142,0.517393989815653,0.585433909631556,0.607116332676729,0.635160257239219,0.655768281807402,0.725090214348969
2022-09-23,"R",NA,"estimate",0.625049671315982,0.626188788356252,0.0534327012442466,0.522710992415701,0.589978548426839,0.611179838974671,0.63990118290156,0.66220704690562,0.733501382487946
2022-09-24,"R",NA,"estimate",0.630309362341119,0.632012906763181,0.0544134622809771,0.527344474134447,0.596427250155374,0.616810044814568,0.644901695047545,0.668055799423417,0.740878991154829
2022-09-25,"R",NA,"estimate",0.635530630640918,0.638274930546003,0.0555628619621471,0.531850099629795,0.601981797945729,0.622378670312516,0.649853150670491,0.674342598700262,0.751942701884685
2022-09-26,"R",NA,"estimate",0.642055626008498,0.644900788659498,0.0568698977721227,0.534609062407739,0.608092921617879,0.628130990736489,0.655655360859586,0.682675687086037,0.762530967597704
2022-09-27,"R",NA,"estimate",0.648558237416479,0.651802984277321,0.0582997466565904,0.540728868263907,0.613357133656094,0.634758178063928,0.663671008204676,0.690708594662073,0.770832317892133
2022-09-28,"R",NA,"estimate",0.65600344318376,0.658881975950417,0.0598002812279756,0.54413203539298,0.618660279045835,0.641565026457815,0.671167229591664,0.698497081294405,0.779786851614895
2022-09-29,"R",NA,"estimate",0.664779796600775,0.666028368663904,0.0613135595020506,0.549925772311603,0.625139699098259,0.648019128162879,0.679398264973941,0.704731690926546,0.787447153774692
2022-09-30,"R",NA,"estimate",0.671082790327096,0.673125487559076,0.0627903002046209,0.555747287502654,0.631108473014555,0.655028519595591,0.686981389953961,0.713841238480733,0.801221779133842
2022-10-01,"R",NA,"estimate",0.676447107064683,0.680051805055034,0.0642020571504904,0.56096348414925,0.636852703403826,0.66118814917347,0.692387192746151,0.721148368999837,0.810710839023557
2022-10-02,"R",NA,"estimate",0.683060102482442,0.686682849297426,0.0655439658344251,0.566999170730903,0.643580590202913,0.667054948491654,0.698039982787693,0.727347998780258,0.822631832532965
2022-10-03,"R",NA,"estimate",0.688166001535629,0.692892599120059,0.0668255970303304,0.571308849056836,0.647847621321936,0.67313984104111,0.70444261463869,0.734399234313904,0.833509178591003
2022-10-04,"R",NA,"estimate",0.694329255924235,0.698554740486946,0.0680565473869343,0.576102521562599,0.652051179066282,0.677928185952134,0.709961531157139,0.740421092281141,0.847121161551237
2022-10-05,"R",NA,"estimate",0.699722519792582,0.703544253705194,0.0692379630509468,0.580702344714719,0.656413702504622,0.683006078277242,0.71448821431162,0.746050605526573,0.855009825078889
2022-10-06,"R",NA,"estimate",0.703488444607372,0.707739547619204,0.0703658753441369,0.581519373785359,0.65874781240783,0.686421416600995,0.718916371941821,0.750675284467273,0.859919514967524
2022-10-07,"R",NA,"estimate",0.706238149382326,0.711024955702336,0.0714418052739357,0.586211529106249,0.662881750553129,0.689655364807131,0.721862641428944,0.754738851537556,0.865107702518919
2022-10-08,"R",NA,"estimate",0.707376567938718,0.713293165166211,0.0724800235464153,0.585832521558348,0.665245494660017,0.691329616952885,0.724186894569681,0.757077811799687,0.865125834919772
2022-10-09,"R",NA,"estimate",0.706744103953622,0.714447235287229,0.0735038537668354,0.583016302345469,0.666524176206975,0.692140908506133,0.725432032345494,0.759118118207538,0.869529210093939
2022-10-10,"R",NA,"estimate",0.707353117134281,0.714402196256333,0.0745321037805221,0.581393322940004,0.665535243963184,0.691800332421641,0.72522262105836,0.759821719125657,0.873239072565014
2022-10-11,"R",NA,"estimate",0.707193042936367,0.713086554033767,0.0755637155317008,0.578031768202668,0.664106671231551,0.690401716790379,0.725924501239988,0.759622532176513,0.875824646931969
2022-10-12,"R",NA,"estimate",0.703957078095165,0.710444128027215,0.0765693433926452,0.573600790944947,0.659236190288505,0.686208993582258,0.723277947459866,0.756293713538519,0.878504653531436
2022-10-13,"R",NA,"estimate",0.700246682668183,0.706436455771503,0.0774940031525115,0.568506043588488,0.655147760224402,0.68237295591771,0.718961114123976,0.750079039167656,0.878380744721049
2022-10-14,"R",NA,"estimate",0.694513914879714,0.701045634282599,0.078269470193016,0.564183223650515,0.649898057795402,0.676904283172467,0.713645067492657,0.745362411649152,0.872596232844019
2022-10-15,"R",NA,"estimate",0.687728299384065,0.694277135216655,0.0788315976970736,0.55423905539461,0.642489542913937,0.669122762390604,0.707144514854731,0.737406110948859,0.874344906915284
2022-10-16,"R",NA,"estimate",0.679293754607838,0.686161994228672,0.0791366560514635,0.547814068739022,0.632556875967905,0.661176102625072,0.698204373127723,0.729195388953538,0.863805509801504
2022-10-17,"R",NA,"estimate",0.670925019967618,0.676757880890413,0.0791720538687144,0.540192320272259,0.623808676525726,0.652344210291161,0.688649446118729,0.719964055457337,0.859524545253896
2022-10-18,"R",NA,"estimate",0.659555061746272,0.666148821003441,0.0789601149429874,0.529240155513639,0.61443700446988,0.641273109547352,0.679671116293282,0.710136358727112,0.846267378428002
2022-10-19,"R",NA,"estimate",0.648632106042777,0.654443610502286,0.0785572726149412,0.518420679429709,0.602461451834616,0.630487945335687,0.668109670855271,0.69765261352578,0.833781204642348
2022-10-20,"R",NA,"estimate",0.636148515757708,0.641773103372185,0.0780521718350221,0.502879483563142,0.591294083887448,0.617832618693663,0.654613006351993,0.685708817538756,0.812897632619036
2022-10-21,"R",NA,"estimate",0.623299090848122,0.62828656776373,0.0775633925900214,0.488229110033153,0.57760133819776,0.604703228714504,0.641616153252691,0.67442242889409,0.798004065235399
2022-10-22,"R",NA,"estimate",0.609337131848109,0.614147283197398,0.0772334743964046,0.475922155713299,0.563005761119294,0.591155401927632,0.627252372410084,0.660538314736853,0.776690302914336
2022-10-23,"R",NA,"estimate based on partial data",0.594601448134823,0.599527591379774,0.0772152727674489,0.46204476630043,0.548022847127633,0.578478695776898,0.612933184435703,0.645840357075396,0.761580155978318
2022-10-24,"R",NA,"estimate based on partial data",0.580429702291243,0.584603705933198,0.0776510138618109,0.4450707535391,0.53183222527518,0.563530095533333,0.598298240286219,0.633561079103266,0.746843971853339
2022-10-25,"R",NA,"estimate based on partial data",0.565862585304813,0.569550641640963,0.0786502175237618,0.426628109562206,0.515383250079952,0.547783628424898,0.584389294775595,0.619515483297219,0.733905399110033
2022-10-26,"R",NA,"estimate based on partial data",0.551132592332091,0.554537575165222,0.0802747683568788,0.407752481602249,0.499386941912329,0.530592497921943,0.570504255740081,0.608615856383864,0.718134126783933
2022-10-27,"R",NA,"estimate based on partial data",0.536303167364063,0.539723825900309,0.082536065469729,0.390110145008434,0.481372073614144,0.514073705066331,0.557612602341028,0.59653725246577,0.707661537626114
2022-10-28,"R",NA,"estimate based on partial data",0.520431593601257,0.525255538000339,0.085403356112203,0.371601810169137,0.464865980424467,0.498816479780924,0.543715845525859,0.583140675450966,0.698246015646506
2022-10-29,"R",NA,"estimate based on partial data",0.507414341543366,0.511263112790745,0.0888183914551971,0.350973104637696,0.448249701287966,0.484733424421764,0.53185071582226,0.571148829228867,0.688210461930334
2022-10-30,"R",NA,"estimate based on partial data",0.493784607293892,0.497859463476447,0.0927110918122403,0.331201774573959,0.433742846770902,0.469716803003023,0.518520171624591,0.560663813435398,0.687458778931765
2022-10-31,"R",NA,"estimate based on partial data",0.479979902557594,0.48513916793262,0.0970126053546147,0.310707573067368,0.419329069337839,0.454723187357097,0.506713270584016,0.548566311331932,0.67895936162162
2022-11-01,"R",NA,"estimate based on partial data",0.469014523135701,0.473178525544502,0.101664100026611,0.290653055661494,0.40318023123196,0.440983061340595,0.494613168889601,0.539609514767004,0.679164592562994
2022-11-02,"R",NA,"estimate based on partial data",0.457075146228949,0.462036390321181,0.106621074953076,0.271145259291135,0.388720486824305,0.426092034057207,0.484884434307536,0.531778306377005,0.6805786897138
2022-11-03,"R",NA,"estimate based on partial data",0.445340734943797,0.451755519637797,0.111853942684003,0.251931730085728,0.374732794564278,0.415511815545012,0.473686474069946,0.523220671521041,0.682708656415491
2022-11-04,"R",NA,"estimate based on partial data",0.432953919398833,0.442364118631664,0.117346188094289,0.235673535139591,0.360859769683659,0.405061211803226,0.464603509343671,0.518321523530539,0.689927049068393
2022-11-05,"R",NA,"estimate based on partial data",0.422680430051127,0.433877309173447,0.123091516111329,0.222126371504021,0.347898960585753,0.395507891048257,0.455690220857029,0.512868438536582,0.701619602352318
2022-11-06,"R",NA,"estimate based on partial data",0.414462472305523,0.426298388553894,0.129091092788818,0.206964723084808,0.334578674695842,0.384416604755008,0.447613127008375,0.508375931236322,0.70971734847977
2022-11-07,"R",NA,"estimate based on partial data",0.405798976982759,0.419619905521615,0.135351439933654,0.196773046835901,0.321964807202,0.37444208908797,0.440940877797034,0.503192501869527,0.716616046728073
2022-11-08,"R",NA,"estimate based on partial data",0.397946923178437,0.413824703903201,0.141883008206233,0.185201347306205,0.31155632769048,0.365820169125391,0.436003381466515,0.499321958176413,0.729982540631728
2022-11-09,"R",NA,"estimate based on partial data",0.392843907689669,0.408887126779302,0.148699149010278,0.171454642820365,0.302607827403183,0.355716643223455,0.429347449709417,0.495860460943337,0.743425369500028
2022-11-10,"R",NA,"estimate based on partial data",0.386712696881959,0.404774533032913,0.155815249251065,0.160855391726401,0.293677948904027,0.346006550280578,0.424866110686935,0.49432587670112,0.763283471702234
2022-11-11,"R",NA,"estimate based on partial data",0.380532625695547,0.401449174336524,0.16324810676282,0.1522800968296,0.283714015537812,0.339225420642084,0.422534950981654,0.492647343030391,0.782778266966924
2022-11-12,"R",NA,"estimate based on partial data",0.375240290534992,0.398870346964507,0.171015918434455,0.143434332313387,0.274829684560771,0.333536085215796,0.420173704203912,0.493890830333451,0.805955434830722
2022-11-13,"R",NA,"estimate based on partial data",0.369724260234351,0.396996607798265,0.179139213301529,0.134580676917699,0.268711179974558,0.328999698600743,0.416727591726079,0.492613095792197,0.833237135177782
2022-11-14,"R",NA,"estimate based on partial data",0.365437848302917,0.395787769900119,0.187642632258966,0.125651427532163,0.260844224529943,0.322797726006069,0.412598812028486,0.492386639661227,0.863253753774526
2022-11-15,"R",NA,"estimate based on partial data",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-16,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-17,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-18,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-19,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-20,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-21,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
2022-11-22,"R",NA,"forecast",0.360810619320426,0.395206404129194,0.196556921340747,0.119232823993302,0.25461856133354,0.318153833031992,0.410851811321105,0.491848107761391,0.890505743146048
NA,"day_of_week",1,NA,1.25820601141678,1.25885426360302,0.0645998342743839,1.1325053879471,1.21271570922438,1.2393165335307,1.27428664222463,1.30356529713238,1.3838772711156
NA,"day_of_week",2,NA,1.23501824995811,1.23648579153658,0.0607260462979759,1.12318991743225,1.19403640317808,1.21988113365323,1.25092192245634,1.27685492763957,1.35844588725989
NA,"day_of_week",3,NA,1.06605077377162,1.06568000271723,0.0565822735690741,0.957486560765076,1.02782145862956,1.05177654580045,1.0791610550538,1.1024577035169,1.17587093487418
NA,"day_of_week",4,NA,1.16693861390702,1.16767326025226,0.0602470910219337,1.05013863877246,1.12647463191601,1.1508955916836,1.18264184685244,1.20839291124499,1.28903319177413
NA,"day_of_week",5,NA,1.11179654496249,1.11237156448448,0.0555371981051958,1.00535041150823,1.07404958645634,1.09861593842671,1.1253653314519,1.14816899151668,1.22027636772842
